team1,team2,team1_toss_win,team1_powerplay_score,team2_powerplay_score,venue,team1_win
2,7,0.0,91.0,106.0,21,0.0
10,5,0.0,105.0,116.0,7,0.0
12,13,0.0,76.0,54.0,22,0.0
5,0,0.0,134.0,144.0,15,0.0
12,2,0.0,86.0,48.0,25,1.0
8,13,0.0,102.0,81.0,22,0.0
7,10,0.0,96.0,94.0,14,0.0
8,2,0.0,119.0,110.0,33,0.0
5,13,0.0,81.0,86.0,7,0.0
12,10,0.0,142.0,124.0,14,1.0
7,0,0.0,101.0,135.0,21,1.0
5,2,0.0,114.0,52.0,7,1.0
8,10,0.0,157.0,110.0,33,1.0
12,5,0.0,99.0,88.0,25,0.0
7,13,1.0,106.0,114.0,21,1.0
0,12,0.0,107.0,63.0,16,1.0
5,7,0.0,105.0,63.0,7,0.0
2,10,0.0,109.0,90.0,14,0.0
0,13,0.0,98.0,112.0,22,1.0
8,12,1.0,77.0,97.0,25,0.0
7,2,0.0,106.0,99.0,8,1.0
13,8,0.0,67.0,34.0,33,1.0
10,0,0.0,109.0,137.0,14,0.0
13,7,0.0,78.0,74.0,22,1.0
2,5,0.0,147.0,83.0,8,1.0
0,8,0.0,106.0,101.0,16,0.0
13,12,1.0,72.0,79.0,25,1.0
10,5,0.0,116.0,108.0,14,0.0
0,2,0.0,128.0,132.0,16,1.0
10,8,0.0,89.0,89.0,14,1.0
2,12,0.0,85.0,68.0,8,1.0
0,5,0.0,114.0,108.0,7,0.0
7,8,0.0,101.0,108.0,11,0.0
10,0,0.0,81.0,72.0,16,0.0
2,13,1.0,88.0,99.0,22,0.0
8,5,0.0,101.0,102.0,33,1.0
12,7,0.0,94.0,96.0,11,0.0
13,10,0.0,93.0,99.0,22,1.0
12,7,1.0,97.0,83.0,25,1.0
8,5,0.0,113.0,54.0,7,1.0
2,13,1.0,114.0,91.0,8,0.0
0,12,1.0,106.0,119.0,25,0.0
5,7,0.0,145.0,129.0,11,1.0
2,10,0.0,112.0,103.0,8,0.0
13,0,0.0,91.0,87.0,16,0.0
8,12,0.0,96.0,107.0,33,0.0
7,10,0.0,47.0,56.0,11,0.0
12,5,0.0,100.0,83.0,7,0.0
8,7,0.0,117.0,115.0,33,1.0
10,13,0.0,115.0,126.0,14,1.0
2,0,0.0,106.0,60.0,8,1.0
12,10,1.0,101.0,80.0,25,1.0
13,5,1.0,100.0,119.0,22,0.0
2,8,1.0,117.0,94.0,8,1.0
7,0,0.0,91.0,109.0,16,0.0
13,0,0.0,106.0,88.0,33,0.0
5,12,0.0,109.0,83.0,7,1.0
13,5,0.0,118.0,104.0,7,1.0
13,0,0.0,96.0,58.0,33,0.0
10,0,0.0,42.0,30.0,15,0.0
13,5,0.0,102.0,121.0,7,0.0
3,8,0.0,141.0,97.0,33,1.0
7,12,0.0,111.0,99.0,25,1.0
3,0,1.0,82.0,88.0,8,0.0
5,7,0.0,118.0,112.0,7,1.0
8,10,0.0,109.0,117.0,14,1.0
12,13,1.0,116.0,107.0,22,0.0
8,7,0.0,110.0,96.0,21,0.0
5,3,0.0,128.0,98.0,8,0.0
13,10,0.0,122.0,58.0,22,1.0
0,12,0.0,119.0,102.0,15,1.0
7,3,0.0,91.0,80.0,21,1.0
10,12,0.0,102.0,107.0,25,0.0
8,0,0.0,133.0,87.0,33,1.0
3,13,0.0,79.0,88.0,8,0.0
10,5,0.0,134.0,149.0,14,0.0
0,7,1.0,109.0,76.0,15,1.0
8,13,0.0,95.0,59.0,22,1.0
10,3,0.0,91.0,94.0,14,0.0
12,5,0.0,78.0,55.0,25,0.0
13,7,0.0,95.0,76.0,21,0.0
5,0,0.0,68.0,76.0,15,0.0
7,8,0.0,123.0,115.0,33,0.0
12,0,0.0,113.0,98.0,25,0.0
5,3,0.0,108.0,106.0,7,0.0
8,12,0.0,120.0,86.0,33,0.0
7,10,0.0,98.0,106.0,21,0.0
5,0,0.0,84.0,98.0,7,0.0
3,13,0.0,87.0,60.0,22,1.0
10,8,0.0,108.0,113.0,33,0.0
7,12,0.0,103.0,114.0,21,1.0
0,13,1.0,65.0,87.0,22,0.0
8,3,1.0,114.0,100.0,8,1.0
10,5,0.0,139.0,143.0,7,1.0
8,12,0.0,92.0,97.0,25,0.0
7,3,0.0,103.0,103.0,8,0.0
5,13,0.0,105.0,74.0,22,0.0
10,0,0.0,90.0,106.0,14,1.0
12,3,0.0,92.0,107.0,25,0.0
13,0,0.0,97.0,80.0,15,0.0
10,7,0.0,155.0,110.0,14,1.0
5,12,0.0,118.0,122.0,7,0.0
8,0,0.0,95.0,65.0,15,1.0
13,12,0.0,96.0,85.0,25,0.0
3,10,1.0,131.0,116.0,8,1.0
5,8,0.0,133.0,99.0,7,1.0
13,7,0.0,149.0,92.0,22,1.0
0,3,0.0,112.0,59.0,15,1.0
8,13,1.0,100.0,126.0,33,1.0
7,5,0.0,98.0,90.0,21,0.0
12,3,1.0,83.0,71.0,8,0.0
13,10,0.0,123.0,110.0,14,0.0
0,7,0.0,102.0,101.0,21,0.0
5,8,0.0,95.0,73.0,33,0.0
0,8,1.0,74.0,67.0,15,0.0
13,3,0.0,118.0,106.0,5,0.0
3,0,0.0,101.0,68.0,5,0.0
8,0,1.0,101.0,106.0,22,1.0
